geohash_id	consumption_level	activity_level	date_id
dd0c82445	72.87481	74.73258	20230404
dd0c82445	72.97144	77.216515	20230405
dd0c82445	72.92266	77.46144	20230406
dd0c82445	73.95208	78.23705	20230407
84d5cde36	71.99134	76.28749	20230404
84d5cde36	72.64125	78.819626	20230405
84d5cde36	73.13753	78.7597	20230406
84d5cde36	75.04163	80.12772	20230407
d60abbd07	68.25654	68.945915	20230404
d60abbd07	70.086235	71.32564	20230405
d60abbd07	70.03076	71.101974	20230406
d60abbd07	70.665405	72.27623	20230407
d0b19db38	70.00776	68.56352	20230404
d0b19db38	70.549774	70.89792	20230405
d0b19db38	71.47876	71.7388	20230406
d0b19db38	71.33324	71.42224	20230407
c91819289	71.20588	72.41234	20230404
c91819289	72.81104	74.42998	20230405
c91819289	73.38617	74.30059	20230406
c91819289	72.84412	74.99986	20230407
76169df7b	64.53418	57.537304	20230404
76169df7b	63.87522	57.974304	20230405
76169df7b	65.31605	58.75887	20230406
76169df7b	65.77341	58.76178	20230407
2dd62bb6c	68.28583	61.30045	20230404
2dd62bb6c	68.63534	64.42141	20230405
2dd62bb6c	68.753174	64.78148	20230406
2dd62bb6c	70.89275	64.79901	20230407
a5dab561d	71.26304	71.318886	20230404
a5dab561d	71.94821	72.85496	20230405
a5dab561d	72.36198	72.68566	20230406
a5dab561d	73.10884	73.14464	20230407
6c26e502e	71.57723	71.01338	20230404
6c26e502e	71.73539	71.96254	20230405
6c26e502e	72.03441	71.9859	20230406
6c26e502e	72.93748	72.34863	20230407
4c8bee92f	71.53771	68.8871	20230404
4c8bee92f	72.12492	71.456	20230405
4c8bee92f	72.350525	72.12252	20230406
4c8bee92f	73.943344	72.75937	20230407
6894df8fg	70.228386	67.93446	20230404
6894df8fg	71.93308	69.80688	20230405
6894df8fg	70.777374	69.76306	20230406
6894df8fg	71.578865	69.420815	20230407
9b88bf98h	70.13083	72.137886	20230404
9b88bf98h	71.15678	74.84051	20230405
9b88bf98h	70.38164	74.16374	20230406
9b88bf98h	71.38154	75.313286	20230407
8f40c4c1j	71.8599	73.49375	20230404
8f40c4c1j	75.84226	76.267365	20230405
8f40c4c1j	72.470436	75.97586	20230406
8f40c4c1j	73.88208	78.08873	20230407
5e8dc48dk	69.65614	70.70043	20230404
5e8dc48dk	71.201996	71.92076	20230405
5e8dc48dk	70.53934	72.3266	20230406
5e8dc48dk	70.96992	73.31561	20230407
5e45a6ddm	70.79856	70.72226	20230404
5e45a6ddm	73.35323	74.459656	20230405
5e45a6ddm	72.17144	74.06518	20230406
5e45a6ddm	73.32618	75.65941	20230407
8b1cfb46n	70.52631	68.503845	20230404
8b1cfb46n	72.266174	71.26377	20230405
8b1cfb46n	71.738335	71.119484	20230406
8b1cfb46n	72.49702	72.161575	20230407
0a5b1619p	70.73891	70.66639	20230404
0a5b1619p	71.451904	72.37862	20230405
0a5b1619p	71.76929	72.15098	20230406
0a5b1619p	71.96899	72.664536	20230407
e9aa43c3q	72.67214	71.27939	20230404
e9aa43c3q	74.53326	75.12311	20230405
e9aa43c3q	74.59222	75.36466	20230406
e9aa43c3q	76.61809	77.88218	20230407
4a38706fr	70.79217	71.26764	20230404
4a38706fr	72.429276	75.201195	20230405
4a38706fr	71.85869	74.48255	20230406
4a38706fr	72.1625	75.244514	20230407
1a0c95e6s	73.6452	71.98682	20230404
1a0c95e6s	75.00643	74.11647	20230405
1a0c95e6s	76.96619	73.33893	20230406
1a0c95e6s	74.58786	73.8498	20230407
7f2f19aft	72.87438	72.68024	20230404
7f2f19aft	74.09558	74.93147	20230405
7f2f19aft	76.08989	74.37336	20230406
7f2f19aft	73.35606	74.7186	20230407
241acca9u	74.053635	71.61482	20230404
241acca9u	75.33784	72.87656	20230405
241acca9u	77.83743	72.43035	20230406
241acca9u	75.35451	72.66551	20230407
f7227006v	73.06062	75.84555	20230404
f7227006v	75.107285	79.512405	20230405
f7227006v	74.85438	79.18834	20230406
f7227006v	76.066414	80.31176	20230407
f2078d69w	73.64109	76.12369	20230404
f2078d69w	75.00928	78.69726	20230405
f2078d69w	74.84322	78.83917	20230406
f2078d69w	75.54951	80.454254	20230407
d5b907a8x	69.79389	69.79591	20230404
d5b907a8x	71.80845	72.733444	20230405
d5b907a8x	70.92449	71.77363	20230406
d5b907a8x	72.416336	73.14155	20230407
9fcf1570y	69.42039	66.74522	20230404
9fcf1570y	71.7443	70.98131	20230405
9fcf1570y	71.17601	70.26208	20230406
9fcf1570y	72.4811	70.92605	20230407
e4571505z	71.30572	69.45073	20230404
e4571505z	72.15157	72.908005	20230405
e4571505z	71.84149	72.65395	20230406
e4571505z	73.00544	72.908875	20230407
bfe419790	70.00642	69.56909	20230404
bfe419790	71.79932	70.594246	20230405
bfe419790	71.31764	70.390114	20230406
bfe419790	72.317566	70.94971	20230407
8ec1776d1	70.78918	68.032425	20230404
8ec1776d1	72.11831	69.55212	20230405
8ec1776d1	70.607086	69.34622	20230406
8ec1776d1	71.44153	70.19713	20230407
37db4d4f2	69.47632	65.31118	20230404
37db4d4f2	73.43749	68.37045	20230405
37db4d4f2	72.57825	67.90432	20230406
37db4d4f2	72.46279	68.86599	20230407
da23334c3	72.940926	73.8478	20230404
da23334c3	74.53372	78.30186	20230405
da23334c3	73.4635	78.222595	20230406
da23334c3	73.954185	79.15989	20230407
429b5e524	67.60064	64.89163	20230404
429b5e524	70.624565	66.50216	20230405
429b5e524	70.164154	66.58693	20230406
429b5e524	71.86533	68.53265	20230407
36bcdbe65	69.18432	62.884373	20230404
36bcdbe65	69.12507	65.72371	20230405
36bcdbe65	69.50675	65.97875	20230406
36bcdbe65	71.032875	67.00169	20230407
01a6aa886	69.22784	67.465294	20230404
01a6aa886	72.23165	71.16226	20230405
01a6aa886	71.91599	71.63206	20230406
01a6aa886	72.279884	73.160385	20230407
2e5b90a17	66.3561	61.10167	20230404
2e5b90a17	68.685165	63.722446	20230405
2e5b90a17	70.087715	64.235085	20230406
2e5b90a17	70.135666	66.21552	20230407
66e55a498	63.94575	55.17837	20230404
66e55a498	67.94696	55.98353	20230405
66e55a498	66.29711	56.77544	20230406
66e55a498	66.51676	57.591125	20230407
ae71c0369	67.87758	55.196033	20230404
ae71c0369	69.519035	59.068405	20230405
ae71c0369	67.48731	57.467564	20230406
ae71c0369	67.46204	58.3629	20230407
c0e220ffb	66.57828	61.953873	20230404
c0e220ffb	69.0886	64.98057	20230405
c0e220ffb	67.80494	64.16169	20230406
c0e220ffb	69.52617	66.141495	20230407
ca5046ccc	65.29019	58.03317	20230404
ca5046ccc	69.336266	61.820843	20230405
ca5046ccc	69.56156	62.57646	20230406
ca5046ccc	68.196686	62.653313	20230407
4f5fdb04d	69.21595	62.635548	20230404
4f5fdb04d	70.09903	66.41361	20230405
4f5fdb04d	71.7577	66.90015	20230406
4f5fdb04d	69.3167	69.06892	20230407
3c3f1cc0e	66.47093	56.62656	20230404
3c3f1cc0e	66.09738	60.39849	20230405
3c3f1cc0e	67.22954	58.92303	20230406
3c3f1cc0e	66.69913	61.88178	20230407
05a6deb4f	69.59527	66.627205	20230404
05a6deb4f	72.019585	70.832985	20230405
05a6deb4f	71.66557	71.020905	20230406
05a6deb4f	71.45297	72.13293	20230407
383b67ddg	73.0059	74.30224	20230404
383b67ddg	73.27136	78.18232	20230405
383b67ddg	73.73294	78.96539	20230406
383b67ddg	73.66816	79.48738	20230407
6fd582e6h	67.47005	62.76812	20230404
6fd582e6h	70.87001	65.94197	20230405
6fd582e6h	69.792564	66.300804	20230406
6fd582e6h	71.52732	66.714485	20230407
0ee0baa9j	69.73205	71.14482	20230404
0ee0baa9j	72.659485	74.15438	20230405
0ee0baa9j	72.059784	73.82274	20230406
0ee0baa9j	73.47651	75.18424	20230407
538fbf08k	68.56338	67.49001	20230404
538fbf08k	71.35268	70.62651	20230405
538fbf08k	71.66393	71.284966	20230406
538fbf08k	73.00963	72.73124	20230407
f7775ba6m	72.69643	79.747314	20230404
f7775ba6m	75.432655	83.85052	20230405
f7775ba6m	74.41107	83.97639	20230406
f7775ba6m	75.0244	85.720345	20230407
8b5d5a3an	70.146385	73.37156	20230404
8b5d5a3an	73.011246	77.33717	20230405
8b5d5a3an	72.395485	76.7304	20230406
8b5d5a3an	72.40637	78.55416	20230407
7045e022p	69.20019	63.686207	20230404
7045e022p	71.43888	68.71788	20230405
7045e022p	70.9916	69.09113	20230406
7045e022p	71.33787	70.30321	20230407
ca5b889bq	70.166985	68.412025	20230404
ca5b889bq	71.647354	71.7775	20230405
ca5b889bq	72.207726	72.10723	20230406
ca5b889bq	71.910065	72.85555	20230407
11347e69r	69.25034	67.70469	20230404
11347e69r	71.93123	69.37377	20230405
11347e69r	71.11764	70.30571	20230406
11347e69r	73.21527	69.96848	20230407
8bd6fd71s	68.17051	68.64269	20230404
8bd6fd71s	69.82942	70.75645	20230405
8bd6fd71s	70.67434	70.909744	20230406
8bd6fd71s	70.21765	71.74256	20230407
36383e31t	69.41423	70.1944	20230404
36383e31t	77.8105	72.53664	20230405
36383e31t	70.779076	72.86121	20230406
36383e31t	70.04032	73.068756	20230407
bfd31b58u	70.90147	70.06768	20230404
bfd31b58u	71.2408	72.06695	20230405
bfd31b58u	71.2395	72.35728	20230406
bfd31b58u	72.201706	72.98662	20230407
ac49950cv	71.52268	78.41916	20230404
ac49950cv	73.448326	82.53851	20230405
ac49950cv	73.01608	82.21467	20230406
ac49950cv	73.80625	84.14489	20230407
e1f8c6d1w	68.94297	70.89397	20230404
e1f8c6d1w	71.49988	73.779366	20230405
e1f8c6d1w	70.96805	73.860504	20230406
e1f8c6d1w	71.321365	75.177704	20230407
cfad1800x	70.711975	69.97461	20230404
cfad1800x	72.98606	72.39851	20230405
cfad1800x	73.01758	72.91499	20230406
cfad1800x	72.98721	73.727844	20230407
5ab20bffy	73.477135	79.21312	20230404
5ab20bffy	74.80996	82.28209	20230405
5ab20bffy	74.59771	82.86493	20230406
5ab20bffy	75.38031	84.078606	20230407
8a7f0122z	70.335556	71.92051	20230404
8a7f0122z	72.70966	74.753624	20230405
8a7f0122z	72.38069	75.18526	20230406
8a7f0122z	73.18919	76.21337	20230407
42eb5ecc0	70.84358	71.24913	20230404
42eb5ecc0	75.72312	72.49833	20230405
42eb5ecc0	72.74628	72.59727	20230406
42eb5ecc0	71.66957	72.69874	20230407
cac18df91	70.48102	74.690575	20230404
cac18df91	72.74498	78.35372	20230405
cac18df91	72.76193	78.46266	20230406
cac18df91	73.05299	79.490654	20230407
9725b10e2	67.874374	66.70067	20230404
9725b10e2	69.598564	68.93015	20230405
9725b10e2	69.22778	68.42174	20230406
9725b10e2	69.80836	69.68956	20230407
f81e2a2f3	71.50524	75.77278	20230404
f81e2a2f3	73.68986	80.38907	20230405
f81e2a2f3	72.805534	79.78653	20230406
f81e2a2f3	74.0225	81.548256	20230407
254eaf124	70.66707	69.48805	20230404
254eaf124	76.22576	71.76204	20230405
254eaf124	73.84512	72.29937	20230406
254eaf124	73.07333	72.71152	20230407
d4d468045	71.08946	68.74172	20230404
d4d468045	72.06569	71.04991	20230405
d4d468045	71.475235	71.21057	20230406
d4d468045	71.80496	72.00587	20230407
08fd89226	70.86364	69.39443	20230404
08fd89226	71.73864	71.97715	20230405
08fd89226	71.14553	71.98789	20230406
08fd89226	71.484634	72.23065	20230407
8c48cc197	71.672615	72.966835	20230404
8c48cc197	73.61398	75.840096	20230405
8c48cc197	73.62303	75.673836	20230406
8c48cc197	73.72786	77.13994	20230407
ef82b2118	69.74678	70.073296	20230404
ef82b2118	72.43323	72.84607	20230405
ef82b2118	72.477066	72.8216	20230406
ef82b2118	73.80286	74.40445	20230407
d4fe84139	71.463646	70.744194	20230404
d4fe84139	72.05896	73.664375	20230405
d4fe84139	72.66264	73.075195	20230406
d4fe84139	72.42191	74.47874	20230407
35980484b	69.33623	66.79339	20230404
35980484b	70.707695	69.64031	20230405
35980484b	70.28844	68.288315	20230406
35980484b	70.29411	69.11806	20230407
a220a9fcc	72.97486	70.827805	20230404
a220a9fcc	72.72227	73.34353	20230405
a220a9fcc	74.53594	74.39965	20230406
a220a9fcc	74.42598	74.19101	20230407
14e08783d	71.182884	70.56237	20230404
14e08783d	73.31807	73.13428	20230405
14e08783d	72.25686	72.30523	20230406
14e08783d	72.14452	73.40014	20230407
ab437e48e	71.66416	73.31682	20230404
ab437e48e	72.91633	74.74821	20230405
ab437e48e	72.752884	74.45779	20230406
ab437e48e	73.11215	75.43513	20230407
0945a662f	71.126564	71.58874	20230404
0945a662f	72.82247	74.68665	20230405
0945a662f	72.61225	74.34804	20230406
0945a662f	73.47189	75.22234	20230407
016391eeg	69.806404	71.08149	20230404
016391eeg	71.52402	74.14312	20230405
016391eeg	71.4893	73.98473	20230406
016391eeg	72.85506	74.310745	20230407
25ac5c75h	68.43795	66.611275	20230404
25ac5c75h	70.38	69.54873	20230405
25ac5c75h	70.10454	69.26767	20230406
25ac5c75h	70.43376	69.046715	20230407
cc7408ebj	68.45058	67.38068	20230404
cc7408ebj	70.30703	68.62203	20230405
cc7408ebj	69.40373	68.89868	20230406
cc7408ebj	70.79912	70.3914	20230407
336f231ak	71.84625	70.505875	20230404
336f231ak	73.971176	72.38038	20230405
336f231ak	72.633736	72.62672	20230406
336f231ak	72.11504	73.570946	20230407
7269e900m	71.63765	71.915115	20230404
7269e900m	71.96457	73.52883	20230405
7269e900m	72.52146	73.53756	20230406
7269e900m	72.13611	74.40355	20230407
5b5184a4n	67.34223	65.06672	20230404
5b5184a4n	68.8851	66.847374	20230405
5b5184a4n	69.80339	66.18596	20230406
5b5184a4n	70.33265	66.71068	20230407
bf81345ep	71.505135	70.27712	20230404
bf81345ep	73.06102	72.67218	20230405
bf81345ep	73.40402	73.09423	20230406
bf81345ep	72.94782	73.99113	20230407
a0629b69q	72.684326	72.60127	20230404
a0629b69q	73.80903	74.91012	20230405
a0629b69q	73.925385	75.136345	20230406
a0629b69q	73.63627	75.552956	20230407
11456c1cr	70.25435	68.626366	20230404
11456c1cr	72.02283	70.4468	20230405
11456c1cr	72.045296	70.48399	20230406
11456c1cr	78.08114	71.18174	20230407
d240534cs	74.410194	79.80972	20230404
d240534cs	78.85381	81.70441	20230405
d240534cs	74.78082	81.32745	20230406
d240534cs	74.6838	82.54721	20230407
dba9ea70t	71.74661	73.37617	20230404
dba9ea70t	72.736855	76.0729	20230405
dba9ea70t	73.41528	75.79589	20230406
dba9ea70t	73.99495	77.37476	20230407
ba28e44au	72.11503	74.71877	20230404
ba28e44au	72.98588	76.58441	20230405
ba28e44au	73.05889	77.33257	20230406
ba28e44au	74.17716	77.71403	20230407
dd661ab0v	72.05368	78.656075	20230404
dd661ab0v	75.34714	82.25135	20230405
dd661ab0v	74.12497	82.327774	20230406
dd661ab0v	74.15378	83.67809	20230407
6be320d9w	72.22595	75.360176	20230404
6be320d9w	74.65951	78.78333	20230405
6be320d9w	73.40211	78.67815	20230406
6be320d9w	74.75196	80.33216	20230407
9048543cx	75.55109	78.401855	20230404
9048543cx	76.8252	81.78587	20230405
9048543cx	78.60826	82.18479	20230406
9048543cx	77.63353	83.5643	20230407
65dfb734y	76.42427	83.70854	20230404
65dfb734y	78.220795	88.058334	20230405
65dfb734y	77.39108	88.19976	20230406
65dfb734y	77.59861	89.95066	20230407
f30f49a7z	73.03872	76.82819	20230404
f30f49a7z	75.37436	79.00659	20230405
f30f49a7z	76.12717	79.06207	20230406
f30f49a7z	74.24085	79.52282	20230407
2116b28d0	69.78727	69.98751	20230404
2116b28d0	70.12118	70.54607	20230405
2116b28d0	70.47189	70.79526	20230406
2116b28d0	70.447815	71.50078	20230407
b5ec419b1	71.62929	73.81606	20230404
b5ec419b1	72.31895	75.60292	20230405
b5ec419b1	72.64031	75.70833	20230406
b5ec419b1	72.35766	76.494896	20230407
46d40cbf2	69.27461	67.018005	20230404
46d40cbf2	71.72731	70.30942	20230405
46d40cbf2	71.266205	70.55207	20230406
46d40cbf2	71.66028	71.263504	20230407
2bdb0a1f3	72.86722	72.673256	20230404
2bdb0a1f3	73.051605	75.34865	20230405
2bdb0a1f3	74.868065	76.002426	20230406
2bdb0a1f3	74.27021	76.21293	20230407
f4d3615a4	69.128395	70.09716	20230404
f4d3615a4	70.90956	72.526764	20230405
f4d3615a4	70.522194	73.20461	20230406
f4d3615a4	71.67099	73.69684	20230407
a80191205	70.64982	73.593216	20230404
a80191205	72.3562	76.190674	20230405
a80191205	72.28881	75.86035	20230406
a80191205	72.90953	76.18165	20230407
86b07c146	72.01387	72.98084	20230404
86b07c146	71.344475	75.78096	20230405
86b07c146	72.49532	75.70163	20230406
86b07c146	72.739716	76.43018	20230407
e64f63d77	70.718956	75.49959	20230404
e64f63d77	71.83414	77.96602	20230405
e64f63d77	72.71988	78.3938	20230406
e64f63d77	73.39826	78.767265	20230407
71d8470c8	70.99547	71.915985	20230404
71d8470c8	72.51526	74.479965	20230405
71d8470c8	74.02046	74.01997	20230406
71d8470c8	73.851654	75.641136	20230407
fe8192b99	71.380264	75.584946	20230404
fe8192b99	73.71201	78.38356	20230405
fe8192b99	73.58369	78.23431	20230406
fe8192b99	74.949326	79.4872	20230407
38f50aa9b	70.59944	73.66131	20230404
38f50aa9b	71.63412	76.249245	20230405
38f50aa9b	72.454506	76.52011	20230406
38f50aa9b	72.230515	76.9811	20230407
bf5d9537c	73.24263	77.87001	20230404
bf5d9537c	75.44175	81.720184	20230405
bf5d9537c	75.56361	82.26042	20230406
bf5d9537c	75.96875	83.76735	20230407
4a02c3e7d	70.68152	70.66891	20230404
4a02c3e7d	70.98553	73.48387	20230405
4a02c3e7d	71.0738	73.15388	20230406
4a02c3e7d	71.00951	73.90391	20230407
99dc752fe	69.68026	73.17462	20230404
99dc752fe	70.83361	75.17833	20230405
99dc752fe	71.48444	75.23974	20230406
99dc752fe	70.83573	75.88873	20230407
4c77bf49f	69.56169	70.546135	20230404
4c77bf49f	69.68757	72.15159	20230405
4c77bf49f	70.11502	72.198074	20230406
4c77bf49f	70.83362	72.76904	20230407
fee9ff61g	69.59035	74.6447	20230404
fee9ff61g	70.76476	76.93659	20230405
fee9ff61g	71.13417	76.93062	20230406
fee9ff61g	71.11744	77.6333	20230407
e627c6e8h	72.7587	74.965034	20230404
e627c6e8h	71.57736	76.84271	20230405
e627c6e8h	71.20947	76.94891	20230406
e627c6e8h	72.04013	77.526505	20230407
9415a4fcj	71.74406	79.39835	20230404
9415a4fcj	73.09759	82.32136	20230405
9415a4fcj	73.02861	82.61619	20230406
9415a4fcj	73.33821	83.455795	20230407
63031200k	69.13415	71.49798	20230404
63031200k	70.65262	73.72882	20230405
63031200k	70.172775	73.824814	20230406
63031200k	71.528404	73.92608	20230407
75bbdabfm	71.82304	75.31256	20230404
75bbdabfm	73.04424	77.92508	20230405
75bbdabfm	72.56009	77.97303	20230406
75bbdabfm	73.81028	79.14874	20230407
917723e8n	72.95962	74.16328	20230404
917723e8n	72.06113	76.15668	20230405
917723e8n	71.47784	76.01279	20230406
917723e8n	74.04399	77.42585	20230407
6cad6ea0p	70.16404	74.63908	20230404
6cad6ea0p	71.303505	76.98049	20230405
6cad6ea0p	71.38081	76.791336	20230406
6cad6ea0p	71.52986	77.749306	20230407
29291526q	71.63134	73.95869	20230404
29291526q	72.14166	76.48964	20230405
29291526q	72.99957	76.41257	20230406
29291526q	72.81351	77.86009	20230407
77c02b54r	70.0902	74.31649	20230404
77c02b54r	71.55614	75.78019	20230405
77c02b54r	70.89245	75.82121	20230406
77c02b54r	72.07576	77.12725	20230407
52cbe176s	70.61195	74.86876	20230404
52cbe176s	72.85034	76.340294	20230405
52cbe176s	71.41596	75.600685	20230406
52cbe176s	70.95138	75.96043	20230407
44010236t	72.49188	78.98706	20230404
44010236t	75.21939	81.245094	20230405
44010236t	72.89022	80.9781	20230406
44010236t	72.652176	81.51719	20230407
7dee3d2eu	69.16307	72.515816	20230404
7dee3d2eu	71.285706	75.63636	20230405
7dee3d2eu	70.433334	75.73036	20230406
7dee3d2eu	70.65385	76.32731	20230407
1ea8f106v	71.890625	77.85644	20230404
1ea8f106v	73.61788	80.46263	20230405
1ea8f106v	72.646	80.334366	20230406
1ea8f106v	72.74811	81.21228	20230407
234c76dew	71.25354	74.97825	20230404
234c76dew	72.16988	77.41267	20230405
234c76dew	71.1372	76.9325	20230406
234c76dew	71.49833	77.840706	20230407
1032e1edx	72.982056	78.24417	20230404
1032e1edx	73.41376	80.36615	20230405
1032e1edx	73.68449	80.7288	20230406
1032e1edx	74.55989	82.05154	20230407
6724d2f8y	71.27776	75.08096	20230404
6724d2f8y	71.746735	76.72493	20230405
6724d2f8y	71.74121	76.96874	20230406
6724d2f8y	72.38347	77.90876	20230407
0383252dz	73.17625	78.410835	20230404
0383252dz	73.935	80.728546	20230405
0383252dz	74.68274	81.2083	20230406
0383252dz	74.413376	82.490906	20230407
39c543418	71.53486	74.6693	20230404
39c543418	73.46564	77.42363	20230405
39c543418	73.431404	77.25893	20230406
39c543418	72.98773	78.63937	20230407
57e23bc79	66.4042	62.309727	20230404
57e23bc79	67.652214	64.107864	20230405
57e23bc79	68.45454	63.91348	20230406
57e23bc79	67.22301	65.067665	20230407
914d6656b	70.626465	74.555984	20230404
914d6656b	72.93139	78.14166	20230405
914d6656b	72.90697	78.25871	20230406
914d6656b	72.43301	79.0967	20230407
18270461c	67.17513	58.93471	20230404
18270461c	67.39461	59.38618	20230405
18270461c	65.645935	59.660538	20230406
18270461c	65.954185	59.621075	20230407
75824e84d	66.54398	62.049393	20230404
75824e84d	70.12628	64.22315	20230405
75824e84d	68.5743	65.24759	20230406
75824e84d	68.72705	65.72323	20230407
542932d8e	67.13678	62.216293	20230404
542932d8e	68.55396	64.32829	20230405
542932d8e	66.42815	64.7693	20230406
542932d8e	68.481064	66.10972	20230407
f7475883f	70.1317	64.318596	20230404
f7475883f	71.392044	66.55385	20230405
f7475883f	70.689156	67.06163	20230406
f7475883f	70.15495	67.78252	20230407
42ae6068g	69.63948	65.43646	20230404
42ae6068g	71.668045	67.17323	20230405
42ae6068g	70.12213	67.90167	20230406
42ae6068g	70.83002	68.487595	20230407
53cb5390s	70.16008	65.309006	20230404
53cb5390s	71.4261	67.10289	20230405
53cb5390s	69.79259	66.49366	20230406
53cb5390s	70.080505	67.87307	20230407
8e45899ct	69.7918	66.62068	20230404
8e45899ct	71.38779	68.9874	20230405
8e45899ct	70.78465	68.99484	20230406
8e45899ct	70.94693	70.3132	20230407
95f39eb4u	68.65959	63.08345	20230404
95f39eb4u	70.306984	64.39059	20230405
95f39eb4u	69.78226	65.36683	20230406
95f39eb4u	71.47268	65.7798	20230407
9acd35f4v	65.32828	60.388157	20230404
9acd35f4v	69.25032	63.298878	20230405
9acd35f4v	69.937996	63.154423	20230406
9acd35f4v	68.98101	64.44409	20230407
359348c6w	68.69202	59.014637	20230404
359348c6w	68.83846	61.739784	20230405
359348c6w	68.31443	59.738018	20230406
359348c6w	69.73155	62.26465	20230407
e357dc44x	67.32967	56.953266	20230404
e357dc44x	66.74713	59.676758	20230405
e357dc44x	66.336716	59.17926	20230406
e357dc44x	70.29953	59.26523	20230407
711b173az	69.82475	59.005466	20230404
711b173az	70.936134	59.42705	20230405
711b173az	72.25282	60.994232	20230406
711b173az	72.965645	60.635223	20230407
a12146ac0	70.36522	73.06499	20230404
a12146ac0	71.888565	76.36909	20230405
a12146ac0	71.24362	76.17333	20230406
a12146ac0	71.555145	77.15993	20230407
cb8137ac1	68.744286	65.14359	20230404
cb8137ac1	69.10484	67.13907	20230405
cb8137ac1	70.47117	67.49382	20230406
cb8137ac1	69.38673	67.55865	20230407
f009329d2	71.65139	75.81881	20230404
f009329d2	73.26062	79.16062	20230405
f009329d2	72.67053	78.482414	20230406
f009329d2	73.4231	79.872025	20230407
05ea0b233	70.77331	69.84339	20230404
05ea0b233	71.19814	70.67484	20230405
05ea0b233	73.13443	70.74475	20230406
05ea0b233	72.353546	71.353645	20230407
19b27f4b4	69.69299	65.349915	20230404
19b27f4b4	69.720604	65.980736	20230405
19b27f4b4	69.58952	66.10796	20230406
19b27f4b4	69.385864	67.10456	20230407
4772f9ab5	66.26541	63.64789	20230404
4772f9ab5	69.791595	66.41928	20230405
4772f9ab5	69.58806	65.82819	20230406
4772f9ab5	68.23286	65.65733	20230407
be88716d6	69.7829	71.94653	20230404
be88716d6	71.87709	73.76736	20230405
be88716d6	70.926414	73.815506	20230406
be88716d6	71.36093	75.04361	20230407
ae61ef7b7	70.2049	70.50062	20230404
ae61ef7b7	73.101326	72.77263	20230405
ae61ef7b7	73.962074	72.725334	20230406
ae61ef7b7	72.58385	73.72325	20230407
1f1d87d98	73.570145	76.89856	20230404
1f1d87d98	74.7368	80.00304	20230405
1f1d87d98	75.1663	79.70421	20230406
1f1d87d98	75.25808	80.832634	20230407
e90790aa9	72.747154	76.15425	20230404
e90790aa9	74.014946	78.42273	20230405
e90790aa9	75.1922	78.09039	20230406
e90790aa9	75.62105	78.813576	20230407
cc499eb9b	74.851364	80.68911	20230404
cc499eb9b	76.25897	84.013504	20230405
cc499eb9b	75.449356	83.046585	20230406
cc499eb9b	77.47615	84.89419	20230407
484525f9c	73.354416	72.0624	20230404
484525f9c	74.05418	75.7787	20230405
484525f9c	73.5397	75.70623	20230406
484525f9c	76.43949	77.48652	20230407
4dd4c296d	71.371376	71.23222	20230404
4dd4c296d	72.22288	73.29709	20230405
4dd4c296d	74.63528	73.22169	20230406
4dd4c296d	74.875244	74.36123	20230407
cc95a193e	72.55417	70.93668	20230404
cc95a193e	74.347984	72.59999	20230405
cc95a193e	74.38571	72.8698	20230406
cc95a193e	75.723854	73.93916	20230407
d1002af4f	71.21262	71.97679	20230404
d1002af4f	73.58701	75.76128	20230405
d1002af4f	71.91438	75.24662	20230406
d1002af4f	73.56243	77.300125	20230407
d5f4558dg	72.60522	73.01891	20230404
d5f4558dg	75.12066	76.5418	20230405
d5f4558dg	73.464134	76.549774	20230406
d5f4558dg	74.33545	78.95951	20230407
10892b25h	72.296295	71.08426	20230404
10892b25h	73.014206	73.89824	20230405
10892b25h	71.49787	72.97422	20230406
10892b25h	71.98044	74.20882	20230407
89c07369j	67.623314	64.29507	20230404
89c07369j	72.38025	66.475655	20230405
89c07369j	69.61231	66.98267	20230406
89c07369j	69.904366	67.75799	20230407
3e70dcc7k	70.72401	71.97245	20230404
3e70dcc7k	73.54769	73.86045	20230405
3e70dcc7k	71.75247	73.773506	20230406
3e70dcc7k	72.5852	74.625206	20230407
344b0a09m	69.82016	66.08158	20230404
344b0a09m	70.11786	67.84307	20230405
344b0a09m	70.549	68.29245	20230406
344b0a09m	70.54357	69.185616	20230407
28aebd81n	68.35201	59.552982	20230404
28aebd81n	70.754745	61.81626	20230405
28aebd81n	68.81546	60.945004	20230406
28aebd81n	70.239624	62.325176	20230407
90b6d2f1p	68.80019	60.01903	20230404
90b6d2f1p	69.905556	61.40986	20230405
90b6d2f1p	68.259445	61.526146	20230406
90b6d2f1p	71.33692	63.900505	20230407
9261fea2q	65.4001	55.93182	20230404
9261fea2q	69.25966	58.205532	20230405
9261fea2q	69.1593	59.07475	20230406
9261fea2q	67.82148	58.808918	20230407
25166491r	70.21948	60.447002	20230404
25166491r	72.12026	62.365646	20230405
25166491r	72.081276	62.55597	20230406
25166491r	72.523384	65.18439	20230407
ba4d07d8s	72.3444	69.94835	20230404
ba4d07d8s	72.9559	71.910614	20230405
ba4d07d8s	72.5481	71.83738	20230406
ba4d07d8s	73.8512	72.91535	20230407
18895550t	69.904106	64.05033	20230404
18895550t	73.481514	67.968796	20230405
18895550t	72.03095	67.541306	20230406
18895550t	72.776405	69.67594	20230407
acd95990u	72.6015	74.8198	20230404
acd95990u	74.87684	78.544914	20230405
